timings.Fajr,timings.Sunrise,timings.Dhuhr,timings.Asr,timings.Sunset,timings.Maghrib,timings.Isha,timings.Imsak,timings.Midnight,timings.Firstthird,timings.Lastthird,date.readable,date.timestamp,date.gregorian.date,date.gregorian.format,date.gregorian.day,date.gregorian.weekday.en,date.gregorian.month.number,date.gregorian.month.en,date.gregorian.year,date.gregorian.designation.abbreviated,date.gregorian.designation.expanded,date.gregorian.lunarSighting,date.hijri.date,date.hijri.format,date.hijri.day,date.hijri.weekday.en,date.hijri.weekday.ar,date.hijri.month.number,date.hijri.month.en,date.hijri.month.ar,date.hijri.month.days,date.hijri.year,date.hijri.designation.abbreviated,date.hijri.designation.expanded,date.hijri.holidays,date.hijri.method,meta.latitude,meta.longitude,meta.timezone,meta.method.id,meta.method.name,meta.method.params.Fajr,meta.method.params.Isha,meta.method.location.latitude,meta.method.location.longitude,meta.latitudeAdjustmentMethod,meta.midnightMode,meta.school,meta.offset.Imsak,meta.offset.Fajr,meta.offset.Sunrise,meta.offset.Dhuhr,meta.offset.Asr,meta.offset.Maghrib,meta.offset.Sunset,meta.offset.Isha,meta.offset.Midnight
"04:33 (BST)","06:39 (BST)","13:12 (BST)","16:45 (BST)","19:46 (BST)","19:46 (BST)","21:45 (BST)","04:23 (BST)","01:13 (BST)","23:24 (BST)","03:02 (BST)","02 Apr 2025",1743580861,02-04-2025,DD-MM-YYYY,02,Wednesday,4,April,2025,AD,"Anno Domini",,04-10-1446,DD-MM-YYYY,4,"Al Arba'a",الاربعاء,10,Shawwāl,شَوّال,30,1446,AH,"Anno Hegirae",,HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"04:30 (BST)","06:37 (BST)","13:12 (BST)","16:46 (BST)","19:48 (BST)","19:48 (BST)","21:47 (BST)","04:20 (BST)","01:13 (BST)","23:24 (BST)","03:01 (BST)","03 Apr 2025",1743667261,03-04-2025,DD-MM-YYYY,03,Thursday,4,April,2025,AD,"Anno Domini",,05-10-1446,DD-MM-YYYY,5,"Al Khamees",الخميس,10,Shawwāl,شَوّال,30,1446,AH,"Anno Hegirae",,HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"04:27 (BST)","06:35 (BST)","13:12 (BST)","16:47 (BST)","19:50 (BST)","19:50 (BST)","21:50 (BST)","04:17 (BST)","01:12 (BST)","23:25 (BST)","03:00 (BST)","04 Apr 2025",1743753661,04-04-2025,DD-MM-YYYY,04,Friday,4,April,2025,AD,"Anno Domini",,06-10-1446,DD-MM-YYYY,6,"Al Juma'a",الجمعة,10,Shawwāl,شَوّال,30,1446,AH,"Anno Hegirae",,HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"04:24 (BST)","06:32 (BST)","13:11 (BST)","16:48 (BST)","19:52 (BST)","19:52 (BST)","21:52 (BST)","04:14 (BST)","01:12 (BST)","23:25 (BST)","02:59 (BST)","05 Apr 2025",1743840061,05-04-2025,DD-MM-YYYY,05,Saturday,4,April,2025,AD,"Anno Domini",,07-10-1446,DD-MM-YYYY,7,"Al Sabt",السبت,10,Shawwāl,شَوّال,30,1446,AH,"Anno Hegirae",,HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"04:21 (BST)","06:30 (BST)","13:11 (BST)","16:49 (BST)","19:54 (BST)","19:54 (BST)","21:55 (BST)","04:11 (BST)","01:12 (BST)","23:26 (BST)","02:58 (BST)","06 Apr 2025",1743926461,06-04-2025,DD-MM-YYYY,06,Sunday,4,April,2025,AD,"Anno Domini",,08-10-1446,DD-MM-YYYY,8,"Al Ahad",الاحد,10,Shawwāl,شَوّال,30,1446,AH,"Anno Hegirae",,HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"04:18 (BST)","06:27 (BST)","13:11 (BST)","16:50 (BST)","19:55 (BST)","19:55 (BST)","21:57 (BST)","04:08 (BST)","01:11 (BST)","23:26 (BST)","02:57 (BST)","07 Apr 2025",1744012861,07-04-2025,DD-MM-YYYY,07,Monday,4,April,2025,AD,"Anno Domini",,09-10-1446,DD-MM-YYYY,9,"Al Athnayn",الاثنين,10,Shawwāl,شَوّال,30,1446,AH,"Anno Hegirae",,HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"04:14 (BST)","06:25 (BST)","13:11 (BST)","16:51 (BST)","19:57 (BST)","19:57 (BST)","22:00 (BST)","04:04 (BST)","01:11 (BST)","23:27 (BST)","02:56 (BST)","08 Apr 2025",1744099261,08-04-2025,DD-MM-YYYY,08,Tuesday,4,April,2025,AD,"Anno Domini",,10-10-1446,DD-MM-YYYY,10,"Al Thalaata",الثلاثاء,10,Shawwāl,شَوّال,30,1446,AH,"Anno Hegirae",,HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"04:11 (BST)","06:23 (BST)","13:10 (BST)","16:52 (BST)","19:59 (BST)","19:59 (BST)","22:02 (BST)","04:01 (BST)","01:11 (BST)","23:27 (BST)","02:55 (BST)","09 Apr 2025",1744185661,09-04-2025,DD-MM-YYYY,09,Wednesday,4,April,2025,AD,"Anno Domini",,11-10-1446,DD-MM-YYYY,11,"Al Arba'a",الاربعاء,10,Shawwāl,شَوّال,30,1446,AH,"Anno Hegirae",,HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"04:08 (BST)","06:20 (BST)","13:10 (BST)","16:52 (BST)","20:01 (BST)","20:01 (BST)","22:05 (BST)","03:58 (BST)","01:11 (BST)","23:27 (BST)","02:54 (BST)","10 Apr 2025",1744272061,10-04-2025,DD-MM-YYYY,10,Thursday,4,April,2025,AD,"Anno Domini",,12-10-1446,DD-MM-YYYY,12,"Al Khamees",الخميس,10,Shawwāl,شَوّال,30,1446,AH,"Anno Hegirae",,HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"04:04 (BST)","06:18 (BST)","13:10 (BST)","16:53 (BST)","20:03 (BST)","20:03 (BST)","22:08 (BST)","03:54 (BST)","01:10 (BST)","23:28 (BST)","02:53 (BST)","11 Apr 2025",1744358461,11-04-2025,DD-MM-YYYY,11,Friday,4,April,2025,AD,"Anno Domini",,13-10-1446,DD-MM-YYYY,13,"Al Juma'a",الجمعة,10,Shawwāl,شَوّال,30,1446,AH,"Anno Hegirae","Birth of Imam Bukhārī (ر)",HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"04:01 (BST)","06:16 (BST)","13:10 (BST)","16:54 (BST)","20:05 (BST)","20:05 (BST)","22:11 (BST)","03:51 (BST)","01:10 (BST)","23:28 (BST)","02:52 (BST)","12 Apr 2025",1744444861,12-04-2025,DD-MM-YYYY,12,Saturday,4,April,2025,AD,"Anno Domini",,14-10-1446,DD-MM-YYYY,14,"Al Sabt",السبت,10,Shawwāl,شَوّال,30,1446,AH,"Anno Hegirae",,HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"03:58 (BST)","06:13 (BST)","13:09 (BST)","16:55 (BST)","20:06 (BST)","20:06 (BST)","22:13 (BST)","03:48 (BST)","01:10 (BST)","23:29 (BST)","02:51 (BST)","13 Apr 2025",1744531261,13-04-2025,DD-MM-YYYY,13,Sunday,4,April,2025,AD,"Anno Domini",,15-10-1446,DD-MM-YYYY,15,"Al Ahad",الاحد,10,Shawwāl,شَوّال,30,1446,AH,"Anno Hegirae",,HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"03:54 (BST)","06:11 (BST)","13:09 (BST)","16:56 (BST)","20:08 (BST)","20:08 (BST)","22:16 (BST)","03:44 (BST)","01:10 (BST)","23:29 (BST)","02:50 (BST)","14 Apr 2025",1744617661,14-04-2025,DD-MM-YYYY,14,Monday,4,April,2025,AD,"Anno Domini",,16-10-1446,DD-MM-YYYY,16,"Al Athnayn",الاثنين,10,Shawwāl,شَوّال,30,1446,AH,"Anno Hegirae",,HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"03:51 (BST)","06:09 (BST)","13:09 (BST)","16:57 (BST)","20:10 (BST)","20:10 (BST)","22:19 (BST)","03:41 (BST)","01:09 (BST)","23:30 (BST)","02:49 (BST)","15 Apr 2025",1744704061,15-04-2025,DD-MM-YYYY,15,Tuesday,4,April,2025,AD,"Anno Domini",,17-10-1446,DD-MM-YYYY,17,"Al Thalaata",الثلاثاء,10,Shawwāl,شَوّال,30,1446,AH,"Anno Hegirae",,HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"03:47 (BST)","06:06 (BST)","13:09 (BST)","16:58 (BST)","20:12 (BST)","20:12 (BST)","22:22 (BST)","03:37 (BST)","01:09 (BST)","23:30 (BST)","02:48 (BST)","16 Apr 2025",1744790461,16-04-2025,DD-MM-YYYY,16,Wednesday,4,April,2025,AD,"Anno Domini",,18-10-1446,DD-MM-YYYY,18,"Al Arba'a",الاربعاء,10,Shawwāl,شَوّال,30,1446,AH,"Anno Hegirae",,HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"03:44 (BST)","06:04 (BST)","13:08 (BST)","16:59 (BST)","20:14 (BST)","20:14 (BST)","22:25 (BST)","03:34 (BST)","01:09 (BST)","23:30 (BST)","02:47 (BST)","17 Apr 2025",1744876861,17-04-2025,DD-MM-YYYY,17,Thursday,4,April,2025,AD,"Anno Domini",,19-10-1446,DD-MM-YYYY,19,"Al Khamees",الخميس,10,Shawwāl,شَوّال,30,1446,AH,"Anno Hegirae",,HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"03:40 (BST)","06:02 (BST)","13:08 (BST)","17:00 (BST)","20:15 (BST)","20:15 (BST)","22:28 (BST)","03:30 (BST)","01:09 (BST)","23:31 (BST)","02:46 (BST)","18 Apr 2025",1744963261,18-04-2025,DD-MM-YYYY,18,Friday,4,April,2025,AD,"Anno Domini",,20-10-1446,DD-MM-YYYY,20,"Al Juma'a",الجمعة,10,Shawwāl,شَوّال,30,1446,AH,"Anno Hegirae",,HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"03:36 (BST)","06:00 (BST)","13:08 (BST)","17:00 (BST)","20:17 (BST)","20:17 (BST)","22:31 (BST)","03:26 (BST)","01:08 (BST)","23:31 (BST)","02:46 (BST)","19 Apr 2025",1745049661,19-04-2025,DD-MM-YYYY,19,Saturday,4,April,2025,AD,"Anno Domini",,21-10-1446,DD-MM-YYYY,21,"Al Sabt",السبت,10,Shawwāl,شَوّال,30,1446,AH,"Anno Hegirae",,HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"03:33 (BST)","05:57 (BST)","13:08 (BST)","17:01 (BST)","20:19 (BST)","20:19 (BST)","22:34 (BST)","03:23 (BST)","01:08 (BST)","23:32 (BST)","02:45 (BST)","20 Apr 2025",1745136061,20-04-2025,DD-MM-YYYY,20,Sunday,4,April,2025,AD,"Anno Domini",,22-10-1446,DD-MM-YYYY,22,"Al Ahad",الاحد,10,Shawwāl,شَوّال,30,1446,AH,"Anno Hegirae",,HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"03:29 (BST)","05:55 (BST)","13:08 (BST)","17:02 (BST)","20:21 (BST)","20:21 (BST)","22:37 (BST)","03:19 (BST)","01:08 (BST)","23:32 (BST)","02:44 (BST)","21 Apr 2025",1745222461,21-04-2025,DD-MM-YYYY,21,Monday,4,April,2025,AD,"Anno Domini",,23-10-1446,DD-MM-YYYY,23,"Al Athnayn",الاثنين,10,Shawwāl,شَوّال,30,1446,AH,"Anno Hegirae",,HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"03:25 (BST)","05:53 (BST)","13:07 (BST)","17:03 (BST)","20:23 (BST)","20:23 (BST)","22:40 (BST)","03:15 (BST)","01:08 (BST)","23:33 (BST)","02:43 (BST)","22 Apr 2025",1745308861,22-04-2025,DD-MM-YYYY,22,Tuesday,4,April,2025,AD,"Anno Domini",,24-10-1446,DD-MM-YYYY,24,"Al Thalaata",الثلاثاء,10,Shawwāl,شَوّال,30,1446,AH,"Anno Hegirae",,HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"03:21 (BST)","05:51 (BST)","13:07 (BST)","17:04 (BST)","20:25 (BST)","20:25 (BST)","22:44 (BST)","03:11 (BST)","01:08 (BST)","23:33 (BST)","02:42 (BST)","23 Apr 2025",1745395261,23-04-2025,DD-MM-YYYY,23,Wednesday,4,April,2025,AD,"Anno Domini",,25-10-1446,DD-MM-YYYY,25,"Al Arba'a",الاربعاء,10,Shawwāl,شَوّال,30,1446,AH,"Anno Hegirae",,HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"03:17 (BST)","05:49 (BST)","13:07 (BST)","17:05 (BST)","20:26 (BST)","20:26 (BST)","22:47 (BST)","03:07 (BST)","01:07 (BST)","23:34 (BST)","02:41 (BST)","24 Apr 2025",1745481661,24-04-2025,DD-MM-YYYY,24,Thursday,4,April,2025,AD,"Anno Domini",,26-10-1446,DD-MM-YYYY,26,"Al Khamees",الخميس,10,Shawwāl,شَوّال,30,1446,AH,"Anno Hegirae",,HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"03:13 (BST)","05:46 (BST)","13:07 (BST)","17:05 (BST)","20:28 (BST)","20:28 (BST)","22:50 (BST)","03:03 (BST)","01:07 (BST)","23:34 (BST)","02:40 (BST)","25 Apr 2025",1745568061,25-04-2025,DD-MM-YYYY,25,Friday,4,April,2025,AD,"Anno Domini",,27-10-1446,DD-MM-YYYY,27,"Al Juma'a",الجمعة,10,Shawwāl,شَوّال,30,1446,AH,"Anno Hegirae",,HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"03:09 (BST)","05:44 (BST)","13:07 (BST)","17:06 (BST)","20:30 (BST)","20:30 (BST)","22:54 (BST)","02:59 (BST)","01:07 (BST)","23:35 (BST)","02:40 (BST)","26 Apr 2025",1745654461,26-04-2025,DD-MM-YYYY,26,Saturday,4,April,2025,AD,"Anno Domini",,28-10-1446,DD-MM-YYYY,28,"Al Sabt",السبت,10,Shawwāl,شَوّال,30,1446,AH,"Anno Hegirae",,HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"03:05 (BST)","05:42 (BST)","13:06 (BST)","17:07 (BST)","20:32 (BST)","20:32 (BST)","22:57 (BST)","02:55 (BST)","01:07 (BST)","23:35 (BST)","02:39 (BST)","27 Apr 2025",1745740861,27-04-2025,DD-MM-YYYY,27,Sunday,4,April,2025,AD,"Anno Domini",,29-10-1446,DD-MM-YYYY,29,"Al Ahad",الاحد,10,Shawwāl,شَوّال,30,1446,AH,"Anno Hegirae",,HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"03:01 (BST)","05:40 (BST)","13:06 (BST)","17:08 (BST)","20:34 (BST)","20:34 (BST)","23:01 (BST)","02:51 (BST)","01:07 (BST)","23:36 (BST)","02:38 (BST)","28 Apr 2025",1745827261,28-04-2025,DD-MM-YYYY,28,Monday,4,April,2025,AD,"Anno Domini",,30-10-1446,DD-MM-YYYY,30,"Al Athnayn",الاثنين,10,Shawwāl,شَوّال,30,1446,AH,"Anno Hegirae",,HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"02:57 (BST)","05:38 (BST)","13:06 (BST)","17:08 (BST)","20:35 (BST)","20:35 (BST)","23:04 (BST)","02:47 (BST)","01:07 (BST)","23:36 (BST)","02:37 (BST)","29 Apr 2025",1745913661,29-04-2025,DD-MM-YYYY,29,Tuesday,4,April,2025,AD,"Anno Domini",,01-11-1446,DD-MM-YYYY,1,"Al Thalaata",الثلاثاء,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1446,AH,"Anno Hegirae","Treaty of Hudaybiyya",HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"02:54 (BST)","05:36 (BST)","13:06 (BST)","17:09 (BST)","20:37 (BST)","20:37 (BST)","23:08 (BST)","02:44 (BST)","01:07 (BST)","23:37 (BST)","02:36 (BST)","30 Apr 2025",1746000061,30-04-2025,DD-MM-YYYY,30,Wednesday,4,April,2025,AD,"Anno Domini",,02-11-1446,DD-MM-YYYY,2,"Al Arba'a",الاربعاء,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1446,AH,"Anno Hegirae","Birth of Muhammad Effendi al-Yaraghi (ق) ",HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"02:53 (BST)","05:34 (BST)","13:06 (BST)","17:10 (BST)","20:39 (BST)","20:39 (BST)","23:11 (BST)","02:43 (BST)","01:06 (BST)","23:37 (BST)","02:36 (BST)","01 May 2025",1746086461,01-05-2025,DD-MM-YYYY,01,Thursday,5,May,2025,AD,"Anno Domini",,03-11-1446,DD-MM-YYYY,3,"Al Khamees",الخميس,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1446,AH,"Anno Hegirae","Birth of Sharafuddin ad-Daghestani (ق)",HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"02:53 (BST)","05:32 (BST)","13:06 (BST)","17:11 (BST)","20:41 (BST)","20:41 (BST)","23:11 (BST)","02:43 (BST)","01:06 (BST)","23:38 (BST)","02:35 (BST)","02 May 2025",1746172861,02-05-2025,DD-MM-YYYY,02,Friday,5,May,2025,AD,"Anno Domini",,04-11-1446,DD-MM-YYYY,4,"Al Juma'a",الجمعة,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1446,AH,"Anno Hegirae",,HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"02:52 (BST)","05:30 (BST)","13:06 (BST)","17:12 (BST)","20:43 (BST)","20:43 (BST)","23:12 (BST)","02:42 (BST)","01:06 (BST)","23:38 (BST)","02:34 (BST)","03 May 2025",1746259261,03-05-2025,DD-MM-YYYY,03,Saturday,5,May,2025,AD,"Anno Domini",,05-11-1446,DD-MM-YYYY,5,"Al Sabt",السبت,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1446,AH,"Anno Hegirae",,HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"02:51 (BST)","05:28 (BST)","13:06 (BST)","17:12 (BST)","20:44 (BST)","20:44 (BST)","23:13 (BST)","02:41 (BST)","01:06 (BST)","23:39 (BST)","02:33 (BST)","04 May 2025",1746345661,04-05-2025,DD-MM-YYYY,04,Sunday,5,May,2025,AD,"Anno Domini",,06-11-1446,DD-MM-YYYY,6,"Al Ahad",الاحد,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1446,AH,"Anno Hegirae",,HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"02:50 (BST)","05:26 (BST)","13:06 (BST)","17:13 (BST)","20:46 (BST)","20:46 (BST)","23:13 (BST)","02:40 (BST)","01:06 (BST)","23:39 (BST)","02:33 (BST)","05 May 2025",1746432061,05-05-2025,DD-MM-YYYY,05,Monday,5,May,2025,AD,"Anno Domini",,07-11-1446,DD-MM-YYYY,7,"Al Athnayn",الاثنين,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1446,AH,"Anno Hegirae","Birth of Ismail Muhammad ash-Shirwani (ق)",HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"02:49 (BST)","05:24 (BST)","13:05 (BST)","17:14 (BST)","20:48 (BST)","20:48 (BST)","23:14 (BST)","02:39 (BST)","01:06 (BST)","23:40 (BST)","02:32 (BST)","06 May 2025",1746518461,06-05-2025,DD-MM-YYYY,06,Tuesday,5,May,2025,AD,"Anno Domini",,08-11-1446,DD-MM-YYYY,8,"Al Thalaata",الثلاثاء,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1446,AH,"Anno Hegirae",,HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"02:48 (BST)","05:22 (BST)","13:05 (BST)","17:14 (BST)","20:50 (BST)","20:50 (BST)","23:15 (BST)","02:38 (BST)","01:06 (BST)","23:40 (BST)","02:31 (BST)","07 May 2025",1746604861,07-05-2025,DD-MM-YYYY,07,Wednesday,5,May,2025,AD,"Anno Domini",,09-11-1446,DD-MM-YYYY,9,"Al Arba'a",الاربعاء,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1446,AH,"Anno Hegirae",,HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"02:48 (BST)","05:20 (BST)","13:05 (BST)","17:15 (BST)","20:51 (BST)","20:51 (BST)","23:16 (BST)","02:38 (BST)","01:06 (BST)","23:41 (BST)","02:31 (BST)","08 May 2025",1746691261,08-05-2025,DD-MM-YYYY,08,Thursday,5,May,2025,AD,"Anno Domini",,10-11-1446,DD-MM-YYYY,10,"Al Khamees",الخميس,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1446,AH,"Anno Hegirae",,HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"02:47 (BST)","05:18 (BST)","13:05 (BST)","17:16 (BST)","20:53 (BST)","20:53 (BST)","23:16 (BST)","02:37 (BST)","01:06 (BST)","23:42 (BST)","02:30 (BST)","09 May 2025",1746777661,09-05-2025,DD-MM-YYYY,09,Friday,5,May,2025,AD,"Anno Domini",,11-11-1446,DD-MM-YYYY,11,"Al Juma'a",الجمعة,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1446,AH,"Anno Hegirae",,HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"02:46 (BST)","05:17 (BST)","13:05 (BST)","17:17 (BST)","20:55 (BST)","20:55 (BST)","23:17 (BST)","02:36 (BST)","01:06 (BST)","23:42 (BST)","02:29 (BST)","10 May 2025",1746864061,10-05-2025,DD-MM-YYYY,10,Saturday,5,May,2025,AD,"Anno Domini",,12-11-1446,DD-MM-YYYY,12,"Al Sabt",السبت,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1446,AH,"Anno Hegirae",,HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"02:45 (BST)","05:15 (BST)","13:05 (BST)","17:17 (BST)","20:56 (BST)","20:56 (BST)","23:18 (BST)","02:35 (BST)","01:06 (BST)","23:43 (BST)","02:29 (BST)","11 May 2025",1746950461,11-05-2025,DD-MM-YYYY,11,Sunday,5,May,2025,AD,"Anno Domini",,13-11-1446,DD-MM-YYYY,13,"Al Ahad",الاحد,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1446,AH,"Anno Hegirae","Urs of Khalid al-Baghdadi (ق)",HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
"02:45 (BST)","05:13 (BST)","13:05 (BST)","17:18 (BST)","20:58 (BST)","20:58 (BST)","23:18 (BST)","02:35 (BST)","01:06 (BST)","23:43 (BST)","02:28 (BST)","12 May 2025",1747036861,12-05-2025,DD-MM-YYYY,12,Monday,5,May,2025,AD,"Anno Domini",,14-11-1446,DD-MM-YYYY,14,"Al Athnayn",الاثنين,11,"Dhū al-Qaʿdah",ذوالقعدة,29,1446,AH,"Anno Hegirae",,HJCoSA,8.8888888,7.7777777,Europe/London,3,"Muslim World League",18,17,51.5194682,-0.1360365,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0
